name,ID,Description
PES Guariba,4254,nature reserve in Brazil (PES)
RESEX Guariba-Roosevelt,1141,nature reserve in Brazil (RESEX)
REBIO Guaribas,852,nature reserve in Brazil (REBIO)
PARNA Guaricana,5405,nature reserve in Brazil (PARNA)
PES Guartelá,1176,nature reserve in Brazil (PES)
FES Guarulhos,5127,nature reserve in Brazil (FES)
ESEC Guaxindiba,3488,nature reserve in Brazil (ESEC)
PES Guirá,3439,nature reserve in Brazil (PES)
RESEX Gurupá-Melgaço,4637,nature reserve in Brazil (RESEX)
REBIO Gurupi,618,nature reserve in Brazil (REBIO)
APA Haras São Bernardo (APA),1005,nature reserve in Brazil (APA)
FLONA Humaitá,1329,nature reserve in Brazil (FLONA)
RBIOSF IBGE,2538,nature reserve in Brazil (RBIOSF)
PES Ibicatu,1284,nature reserve in Brazil (PES)
ESEC Ibicatu (ESEC),922,nature reserve in Brazil (ESEC)
REBIO Ibicuí Mirim,2312,nature reserve in Brazil (REBIO)
PES Ibiporã,2250,nature reserve in Brazil (PES)
FLONA Ibirama (FLONA),958,nature reserve in Brazil (FLONA)
APA Ibirapuitã (APA),940,nature reserve in Brazil (APA)
REBIO Ibirapuitã (REBIO),2716,nature reserve in Brazil (REBIO)
APA Ibitinga,976,nature reserve in Brazil (APA)
PES Ibitipoca,2116,nature reserve in Brazil (PES)
PES Ibitiriá,2297,nature reserve in Brazil (PES)
FLONA Ibura,4366,nature reserve in Brazil (FLONA)
RDS Igapó-Açu,4859,nature reserve in Brazil (RDS)
APA Igarapé Gelado,634,nature reserve in Brazil (APA)
APA Igarapé São Francisco,4900,nature reserve in Brazil (APA)
PES Igarapés do Juruena,3449,nature reserve in Brazil (PES)
PARNA Iguaçu,869,nature reserve in Brazil (PARNA)
PES Ilha Anchieta,969,nature reserve in Brazil (PES)
PES Ilhabela,872,nature reserve in Brazil (PES)
APA Ilha Comprida (APA),955,nature reserve in Brazil (APA)
ARIE Ilha Comprida (ARIE),956,nature reserve in Brazil (ARIE)
PES Ilha das Cobras,6066,nature reserve in Brazil (PES)
ARIE Ilha do Ameixal,1167,nature reserve in Brazil (ARIE)
PES Ilha do Cardoso,877,nature reserve in Brazil (PES)
APA Ilha do Combu,2969,nature reserve in Brazil (APA)
ESEC Ilha do Mel (ESEC),1046,nature reserve in Brazil (ESEC)
PES Ilha do Mel (PES),3187,nature reserve in Brazil (PES)
RVS Ilha dos Lobos,985,nature reserve in Brazil (RVS)
RESEX Ilha do Tumba,4936,nature reserve in Brazil (RESEX)
PARNA Ilha Grande (PARNA),1265,nature reserve in Brazil (PARNA)
PES Ilha Grande (PES),2183,nature reserve in Brazil (PES)
MONAT Ilhas Cagarras,2467,nature reserve in Brazil (MONAT)
APA Ilhas de Tinharé e Boipeba,1044,nature reserve in Brazil (APA)
MONAT Ilhas de Trindade e Martim Vaz e do Monte Columbia,5518,nature reserve in Brazil (MONAT)
RVS Ilhas do Abrigo e Guararitama,4771,nature reserve in Brazil (RVS)
RESEC Ilhas do Lago Paranoá,2953,nature reserve in Brazil (RESEC)
APA Ilhas e Várzeas do Rio Paraná,1266,nature reserve in Brazil (APA)
ARIE Ilhas Queimada Pequena e Queimada Grande,1168,nature reserve in Brazil (ARIE)
APA Ingazeiras,3061,nature reserve in Brazil (APA)
PES Intervales,885,nature reserve in Brazil (PES)
FLONA Ipanema,941,nature reserve in Brazil (FLONA)
RESEX Ipaú-Anilzinho,4330,nature reserve in Brazil (RESEX)
RESEX Ipê,3030,nature reserve in Brazil (RESEX)
ARIE Ipojuca-Merepe,6055,nature reserve in Brazil (ARIE)
ESEC Iquê,611,nature reserve in Brazil (ESEC)
FLONA Iquiri,4958,nature reserve in Brazil (FLONA)
APA Iraí (APA),2433,nature reserve in Brazil (APA)
FLONA Irati,1296,nature reserve in Brazil (FLONA)
FES Iriri,4643,nature reserve in Brazil (FES)
ESEC Itaberá,923,nature reserve in Brazil (ESEC)
PES Itaberaba,5125,nature reserve in Brazil (PES)
FLONA Itacaiúnas,1324,nature reserve in Brazil (FLONA)
PES Itacolomi,2117,nature reserve in Brazil (PES)
FLONA Itaituba I,1326,nature reserve in Brazil (FLONA)
FLONA Itaituba II,1327,nature reserve in Brazil (FLONA)
RDS Itapanhapima,4935,nature reserve in Brazil (RDS)
RDS Itapará-Boiaçu,6103,nature reserve in Brazil (RDS)
ESEC Itapeti,924,nature reserve in Brazil (ESEC)
PES Itapetinga,5126,nature reserve in Brazil (PES)
RESEX Itapetininga,5453,nature reserve in Brazil (RESEX)
ESEC Itapeva (ESEC),963,nature reserve in Brazil (ESEC)
PES Itapeva (PES),3471,nature reserve in Brazil (PES)
APA Itapiracó,5159,nature reserve in Brazil (APA)
PES Itapuã,2298,nature reserve in Brazil (PES)
PARNA Itatiaia,992,nature reserve in Brazil (PARNA)
MONAT Itatiaia,5499,nature reserve in Brazil (MONAT)
RDS Itatupã-Baquiá,4331,nature reserve in Brazil (RDS)
RESEX Itaúba,3029,nature reserve in Brazil (RESEX)
PES Itaúnas,1040,nature reserve in Brazil (PES)
PES Itinguçu,4768,nature reserve in Brazil (PES)
ESEC Itirapina (ESEC),959,nature reserve in Brazil (ESEC)
APA Itupararanga,6024,nature reserve in Brazil (APA)
RESEX Ituxi,4851,nature reserve in Brazil (RESEX)
RESEC Jacarenema,2892,nature reserve in Brazil (RESEC)
RESEX Jaci Paraná,1319,nature reserve in Brazil (RESEX)
FLONA Jacundá,4249,nature reserve in Brazil (FLONA)
REBIO Jaíba (REBIO),2118,nature reserve in Brazil (REBIO)
PES Jalapão,1406,nature reserve in Brazil (PES)
APA Jalapão,2958,nature reserve in Brazil (APA)
FLONA Jamanxim,4445,nature reserve in Brazil (FLONA)
PARNA Jamanxim,4447,nature reserve in Brazil (PARNA)
FLONA Jamari,645,nature reserve in Brazil (FLONA)
ARIE Japiim-Pentecoste,4898,nature reserve in Brazil (ARIE)
PES Jaraguá (PES),1056,nature reserve in Brazil (PES)
ESEC Jardim Botânico de Brasília,2539,nature reserve in Brazil (ESEC)
ESEC Jari,605,nature reserve in Brazil (ESEC)
REBIO Jaru,620,nature reserve in Brazil (REBIO)
ESEC Jataí,1058,nature reserve in Brazil (ESEC)
RESEX Jatobá,3027,nature reserve in Brazil (RESEX)
FLONA Jatuarana,3411,nature reserve in Brazil (FLONA)
PARNA Jaú,593,nature reserve in Brazil (PARNA)
ARIE Javari-Buriti,633,nature reserve in Brazil (ARIE)
APA Jenipabu,2013,nature reserve in Brazil (APA)
PARNA Jericoacoara,2970,nature reserve in Brazil (PARNA)
APA Joanes-Ipitanga,1041,nature reserve in Brazil (APA)
APA João Leite,3522,nature reserve in Brazil (APA)
PES João Leite,6051,nature reserve in Brazil (PES)
PES João Paulo II,2434,nature reserve in Brazil (PES)
PES José Inácio da Silva (Zé  Bolo Flô),3546,nature reserve in Brazil (PES)
PES José Lutzemberger (Guarita),2304,nature reserve in Brazil (PES)
FES José Zago,3156,nature reserve in Brazil (FES)
ESEC Juami-Japurá,608,nature reserve in Brazil (ESEC)
RESEC Juatinga,1001,nature reserve in Brazil (RESEC)
RDS Juma,4774,nature reserve in Brazil (RDS)
APA Jundiaí,974,nature reserve in Brazil (APA)
PES Juquery,875,nature reserve in Brazil (PES)
ESEC Juréia-Itatins,880,nature reserve in Brazil (ESEC)
PARNA Juruena,4252,nature reserve in Brazil (PARNA)
PES Jurupará,868,nature reserve in Brazil (PES)
ESEC Jutaí-Solimões,614,nature reserve in Brazil (ESEC)
PES Lagamar de Cananéia,4930,nature reserve in Brazil (PES)
APA Lagamar do Cauípe,2790,nature reserve in Brazil (APA)
APA Lagedão,2924,nature reserve in Brazil (APA)
APA Lagoa da Jansen,779,nature reserve in Brazil (APA)
RVS Lagoa da Turfeira,5637,nature reserve in Brazil (RVS)
APA Lagoa de Guanandy,1029,nature reserve in Brazil (APA)
APA Lagoa de Nazaré,3056,nature reserve in Brazil (APA)
PES Lagoa do Açu,5305,nature reserve in Brazil (PES)
PES Lagoa do Cajueiro,2920,nature reserve in Brazil (PES)
APA Lagoa do Jijoca,2808,nature reserve in Brazil (APA)
PARNA Lagoa do Peixe (PARNA),1106,nature reserve in Brazil (PARNA)
ARIE Lagoa do Portinho,5621,nature reserve in Brazil (ARIE)
APA Lagoa do Uruaú,2798,nature reserve in Brazil (APA)
APA Lagoa Encantada,1207,nature reserve in Brazil (APA)
APA Lagoa Itaparica,2887,nature reserve in Brazil (APA)
APA Lagoas de Guarajuba,1025,nature reserve in Brazil (APA)
APA Lagoas e Dunas do Abaeté,1042,nature reserve in Brazil (APA)
PES Lago Azul,2763,nature reserve in Brazil (PES)
APA Lago de Palmas,2961,nature reserve in Brazil (APA)
APA Lago de Pedra do Cavalo,2881,nature reserve in Brazil (APA)
APA Lago de Peixe/Angical,3166,nature reserve in Brazil (APA)
REBIO Lago de Piratuba,621,nature reserve in Brazil (REBIO)
APA Lago de Santa Isabel,4961,nature reserve in Brazil (APA)
"APA Lago de São Salvador do TO, Paranã e Palmeirópolis",4962,nature reserve in Brazil (APA)
APA Lago de Sobradinho,4785,nature reserve in Brazil (APA)
APA Lago de Tucuruí,2946,nature reserve in Brazil (APA)
APA Lago do Amapá,4899,nature reserve in Brazil (APA)
RESEX Lago do Capanã Grande,4240,nature reserve in Brazil (RESEX)
RESEX Lago do Cedro,4511,nature reserve in Brazil (RESEX)
RESEX Lago do Cuniã,1368,nature reserve in Brazil (RESEX)
APA Lago Paranoá (APA),2954,nature reserve in Brazil (APA)
PES Lajeado,2966,nature reserve in Brazil (PES)
PES Lapa Grande,4904,nature reserve in Brazil (PES)
MONAT Lapa Nova de Vazante,6041,nature reserve in Brazil (MONAT)
MONAT Lapa Vermelha,5502,nature reserve in Brazil (MONAT)
PES Lauráceas,1192,nature reserve in Brazil (PES)
RDS Lavras,4934,nature reserve in Brazil (RDS)
APA Leandro (Ilha do Bananal/Cantão),2959,nature reserve in Brazil (APA)
PARNA Lençóis Maranhenses,595,nature reserve in Brazil (PARNA)
ARIE Leopoldo Magno Coutinho,6027,nature reserve in Brazil (ARIE)
RVS Libélulas da Serra de São José,4959,nature reserve in Brazil (RVS)
RDS Limoeiro,5561,nature reserve in Brazil (RDS)
APA Litoral Norte do Estado da Bahia,2075,nature reserve in Brazil (APA)
APA Litoral Sul do Estado de Sergipe,2845,nature reserve in Brazil (APA)
FLONA Lorena,2793,nature reserve in Brazil (FLONA)
APA Macaé de Cima (APA),3509,nature reserve in Brazil (APA)
FLONA Macauã,646,nature reserve in Brazil (FLONA)
RVS Macaúbas,5533,nature reserve in Brazil (RVS)
PES Mãe Bonifácia,3456,nature reserve in Brazil (PES)
RESEX Mãe Grande de Curuçá,3469,nature reserve in Brazil (RESEX)
REBIO Maicuru,4639,nature reserve in Brazil (REBIO)
RDS Mamirauá,789,nature reserve in Brazil (RDS)
APA Mananciais da Bacia Hidrográfica do rio Paraíba do Sul,5216,nature reserve in Brazil (APA)
PES Mananciais de Campos do Jordão,879,nature reserve in Brazil (PES)
RESEX Mandira,3465,nature reserve in Brazil (RESEX)
FES Manduri - Luiz Fiorucci,1078,nature reserve in Brazil (FES)
APA Mangaratiba,2173,nature reserve in Brazil (APA)
APA Mangue Seco,1043,nature reserve in Brazil (APA)
ARIE Manguezais da Foz do Rio Mamanguape,2002,nature reserve in Brazil (ARIE)
RESEC Manguezais da Lagoa do Roteiro,1053,nature reserve in Brazil (RESEC)
REBIO Manicoré,5431,nature reserve in Brazil (REBIO)
FES Manicoré,4261,nature reserve in Brazil (FES)
FLONA Mapiá-Inauini,647,nature reserve in Brazil (FLONA)
PARNA Mapinguari,4968,nature reserve in Brazil (PARNA)
RESEX Mapuá,4326,nature reserve in Brazil (RESEX)
ESEC Maracá,606,nature reserve in Brazil (ESEC)
ESEC Maracá-Jipioca,607,nature reserve in Brazil (ESEC)
RESEX Maracatiara,3028,nature reserve in Brazil (RESEX)
ESEC Mar de Espanha,2133,nature reserve in Brazil (ESEC)
APA Margem Direita do Rio Negro,847,nature reserve in Brazil (APA)
APA Margem Esquerda do Rio Negro,846,nature reserve in Brazil (APA)
APA Maricá,2174,nature reserve in Brazil (APA)
ESEC Marília,2779,nature reserve in Brazil (ESEC)
APA Marimbus/Iraquara,1024,nature reserve in Brazil (APA)
RESEX Marinha Cuinarana,5403,nature reserve in Brazil (RESEX)
RESEX Marinha da Baía do Iguape,2584,nature reserve in Brazil (RESEX)
RESEX Marinha da Lagoa do Jequiá,2884,nature reserve in Brazil (RESEX)
RESEX Marinha de Araí-Peroba,4328,nature reserve in Brazil (RESEX)
RESEX Marinha de Caeté-Taperaçu,4325,nature reserve in Brazil (RESEX)
RESEX Marinha de Gurupi-Piriá,4329,nature reserve in Brazil (RESEX)
RESEX Marinha de Itaipu,5636,nature reserve in Brazil (RESEX)
RESEX Marinha de Soure,2942,nature reserve in Brazil (RESEX)
RESEX Marinha de Tracuateua,4324,nature reserve in Brazil (RESEX)
RESEX Marinha do Arraial do Cabo,1149,nature reserve in Brazil (RESEX)
REBIO Marinha do Arvoredo,1109,nature reserve in Brazil (REBIO)
RESEX Marinha do Corumbau,2585,nature reserve in Brazil (RESEX)
RESEX Marinha do Delta do Parnaíba,2680,nature reserve in Brazil (RESEX)
APA Marinha do Litoral Centro,5021,nature reserve in Brazil (APA)
APA Marinha do Litoral Norte,5018,nature reserve in Brazil (APA)
APA Marinha do Litoral Sul,5020,nature reserve in Brazil (APA)
RESEX Marinha do Maracanã,3464,nature reserve in Brazil (RESEX)
RESEX Marinha do Pirajubaé,944,nature reserve in Brazil (RESEX)
RESEX Marinha Mestre Lucindo,5402,nature reserve in Brazil (RESEX)
RESEX Marinha Mocapajuba,5401,nature reserve in Brazil (RESEX)
RESEX Marinha Prainha do Canto Verde,4705,nature reserve in Brazil (RESEX)
APA Marinha Recifes Serrambi,6053,nature reserve in Brazil (APA)
PES Marinho Banco do Álvaro,6048,nature reserve in Brazil (PES)
PES Marinho Banco do Tarol,6049,nature reserve in Brazil (PES)
PES Marinho da Laje de Santos,931,nature reserve in Brazil (PES)
PES Marinho da Pedra da Risca do Meio,2313,nature reserve in Brazil (PES)
PARNA Marinho das Ilhas dos Currais,5369,nature reserve in Brazil (PARNA)
PES Marinho de Areia Vermelha,2895,nature reserve in Brazil (PES)
PARNA Marinho de Fernando de Noronha,870,nature reserve in Brazil (PARNA)
RDS Marinho do Aventureiro,2450,nature reserve in Brazil (RDS)
PES Marinho do Parcel de Manuel Luís,764,nature reserve in Brazil (PES)
PARNA Marinho dos Abrolhos,988,nature reserve in Brazil (PARNA)
FLONA Mário Xavier,949,nature reserve in Brazil (FLONA)
PES Marituba,6052,nature reserve in Brazil (PES)
APA Marituba do Peixe,1054,nature reserve in Brazil (APA)
PES Massairo Okamura,3457,nature reserve in Brazil (PES)
APA Massambaba,2175,nature reserve in Brazil (APA)
RESEX Massaranduba,3026,nature reserve in Brazil (RESEX)
PES Mata Atlântica,5508,nature reserve in Brazil (PES)
RBIOSF Mata Atlântica,3164,nature reserve in Brazil (RBIOSF)
CEC Mata Atlântica,5201,nature reserve in Brazil (CEC)
PES Mata da Pimenteira,5242,nature reserve in Brazil (PES)
PES Mata da Pipa,5653,nature reserve in Brazil (PES)
PES Mata das Flores,1038,nature reserve in Brazil (PES)
RVS Mata da Usina São José,5534,nature reserve in Brazil (RVS)
RVS Mata de Bom Jardim,5535,nature reserve in Brazil (RVS)
RVS Mata de Caraúna,5536,nature reserve in Brazil (RVS)
PES Mata de Duas Lagoas,5523,nature reserve in Brazil (PES)
RVS Mata de Jaguaribe,5538,nature reserve in Brazil (RVS)
RVS Mata de Miritiba,5539,nature reserve in Brazil (RVS)
RVS Mata de Mussaíba,5540,nature reserve in Brazil (RVS)
RVS Mata de Santa Cruz,6056,nature reserve in Brazil (RVS)
ARIE Mata de Santa Genebra,1169,nature reserve in Brazil (ARIE)
RVS Mata de Tapacurá,5537,nature reserve in Brazil (RVS)
RVS Mata do Amparo,1244,nature reserve in Brazil (RVS)
RVS Mata do Bitury,6061,nature reserve in Brazil (RVS)
RVS Mata do Buraquinho,5541,nature reserve in Brazil (RVS)
RVS Mata do Camucim,5530,nature reserve in Brazil (RVS)
ESEC Mata do Cedro,3426,nature reserve in Brazil (ESEC)
ARIE Mata do Cipó,5643,nature reserve in Brazil (ARIE)
RVS Mata do Contra Açude,5542,nature reserve in Brazil (RVS)
RVS Mata do Curado,5543,nature reserve in Brazil (RVS)
RVS Mata do Engenho Salgadinho,5544,nature reserve in Brazil (RVS)
RVS Mata do Engenho São João,1215,nature reserve in Brazil (RVS)
RVS Mata do Engenho Uchóa,5545,nature reserve in Brazil (RVS)
PES Mata do Godoy,1049,nature reserve in Brazil (PES)
APA Mata do Iguatemi,948,nature reserve in Brazil (APA)
ESEC Mata do Jacaré,925,nature reserve in Brazil (ESEC)
RVS Mata do Junco,4903,nature reserve in Brazil (RVS)
APA Mata do Krambeck,2822,nature reserve in Brazil (APA)
PES Mata do Limoeiro,5524,nature reserve in Brazil (PES)
RVS Mata do Outeiro do Pedro,5546,nature reserve in Brazil (RVS)
PES Mata do Pau Ferro,1003,nature reserve in Brazil (PES)
RVS Mata do Quizanga,5547,nature reserve in Brazil (RVS)
RESEC Mata do Rio Vermelho,1002,nature reserve in Brazil (RESEC)
ESEC Mata dos Ausentes,2136,nature reserve in Brazil (ESEC)
RVS Mata do Sistema Gurjaú,5548,nature reserve in Brazil (RVS)
RVS Mata dos Muriquis,4946,nature reserve in Brazil (RVS)
RVS Mata do Toro,5549,nature reserve in Brazil (RVS)
RVS Mata do Urucu,5550,nature reserve in Brazil (RVS)
PES Mata do Xém-Xém,2896,nature reserve in Brazil (PES)
PES Mata do Zumbi,5525,nature reserve in Brazil (PES)
RVS Mata Engenho Macaxeira,5551,nature reserve in Brazil (RVS)
REBIO Mata Escura,3524,nature reserve in Brazil (REBIO)
RESEX Mata Grande,629,nature reserve in Brazil (RESEX)
FLONA Mata Grande (FLONA),4182,nature reserve in Brazil (FLONA)
RVS Mata Lanço dos Cações,5552,nature reserve in Brazil (RVS)
ARIE Matão de Cosmópolis,896,nature reserve in Brazil (ARIE)
REBIO Mata Paludosa,2891,nature reserve in Brazil (REBIO)
ESEC Mata Preta,4382,nature reserve in Brazil (ESEC)
PES Mata São Francisco,1180,nature reserve in Brazil (PES)
RVS Mata São João da Várzea,5553,nature reserve in Brazil (RVS)
RVS Matas de Água Azul,6058,nature reserve in Brazil (RVS)
RVS Matas de Siriji,6057,nature reserve in Brazil (RVS)
PES Matas do Segredo,2931,nature reserve in Brazil (PES)
PES Mata Seca,3428,nature reserve in Brazil (PES)
RVS Mata Seca,6079,nature reserve in Brazil (RVS)
RVS Mata serra do Cotovelo,5554,nature reserve in Brazil (RVS)
REBIO Mato Grande,2314,nature reserve in Brazil (REBIO)
RDS Matupiri,5055,nature reserve in Brazil (RDS)
PES Matupiri,4858,nature reserve in Brazil (PES)
FES Maués,4234,nature reserve in Brazil (FES)
APA Meandros do Rio Araguaia,1352,nature reserve in Brazil (APA)
RESEX Médio Juruá,1151,nature reserve in Brazil (RESEX)
RVS Médio Paraíba,5638,nature reserve in Brazil (RVS)
RESEX Médio Purus,4860,nature reserve in Brazil (RESEX)
PES Mendanha,5379,nature reserve in Brazil (PES)
APA Mestre Álvaro,1036,nature reserve in Brazil (APA)
RVS Mestre DArmas,6080,nature reserve in Brazil (RVS)
RVS Metrópole da Amazônia,5124,nature reserve in Brazil (RVS)
FES Metropolitana,1267,nature reserve in Brazil (FES)
APA Metropolitana de Belém,772,nature reserve in Brazil (APA)
ESEC Mico Leão Preto,3194,nature reserve in Brazil (ESEC)
PES Mirador,763,nature reserve in Brazil (PES)
ESEC Mogi-Guaçu - Prof. Hermógenes de Freitas L. Filho,966,nature reserve in Brazil (ESEC)
REBIO Mogi-Guaçu (REBIO),1074,nature reserve in Brazil (REBIO)
FES Mogno,3558,nature reserve in Brazil (FES)
RESEX Mogno (Resex),3025,nature reserve in Brazil (RESEX)
PES Monge,2245,nature reserve in Brazil (PES)
MONAT Monólitos de Quixadá,5647,nature reserve in Brazil (MONAT)
PARNA Montanhas do Tumucumaque,3226,nature reserve in Brazil (PARNA)
PES Monte Alegre,3169,nature reserve in Brazil (PES)
PARNA Monte Pascoal (Parque Nacional e Histórico),997,nature reserve in Brazil (PARNA)
PARNA Monte Roraima,594,nature reserve in Brazil (PARNA)
PES Montezuma,5514,nature reserve in Brazil (PES)
APA Morro da Pedreira,933,nature reserve in Brazil (APA)
ARIE Morro da Vargem,4819,nature reserve in Brazil (ARIE)
MONAT Morro de Santo Antônio,4870,nature reserve in Brazil (MONAT)
APA Morro de São Bento,954,nature reserve in Brazil (APA)
RVS Morro do Careca,6081,nature reserve in Brazil (RVS)
PES Morro do Chapéu,2084,nature reserve in Brazil (PES)
PES Morro do Diabo,902,nature reserve in Brazil (PES)
REBIO Morro dos Seis Lagos,792,nature reserve in Brazil (REBIO)
APA Morro do Urubu,2842,nature reserve in Brazil (APA)
RVS Morros do Craunã e do Padre,5531,nature reserve in Brazil (RVS)
APA Morros Garapenses,5137,nature reserve in Brazil (APA)
FLONA Mulata,1394,nature reserve in Brazil (FLONA)
APA Murici,5210,nature reserve in Brazil (APA)
ESEC Murici (ESEC),2579,nature reserve in Brazil (ESEC)
FERS Mutum,3018,nature reserve in Brazil (FERS)
PES Nascentes,6102,nature reserve in Brazil (PES)
REBIO Nascentes da Serra do Cachimbo,4327,nature reserve in Brazil (REBIO)
APA Nascentes de Araguaína,2957,nature reserve in Brazil (APA)
PARNA Nascentes do Lago Jari,4843,nature reserve in Brazil (PARNA)
PES Nascentes do Paranapanema,5306,nature reserve in Brazil (PES)
APA Nascentes do Rio Canindé,5465,nature reserve in Brazil (APA)
ARIE Nascentes do Rio de Contas,3563,nature reserve in Brazil (ARIE)
APA Nascentes do Rio Longá,5466,nature reserve in Brazil (APA)
APA Nascentes do Rio Paraguai,5114,nature reserve in Brazil (APA)
PARNA Nascentes do Rio Parnaíba,3193,nature reserve in Brazil (PARNA)
PES Nascentes do Rio Taquari,2932,nature reserve in Brazil (PES)
APA Nascentes do Rio Uruçuí-Preto,5467,nature reserve in Brazil (APA)
APA Nascentes do Rio Vermelho,2883,nature reserve in Brazil (APA)
PES Nascentes do Tietê,848,nature reserve in Brazil (PES)
RDS Nascentes Geraizeiras,5406,nature reserve in Brazil (RDS)
APA Naufrágio Queimado,6037,nature reserve in Brazil (APA)
FLONA Negreiros,4884,nature reserve in Brazil (FLONA)
APA Nhamundá,4232,nature reserve in Brazil (APA)
ESEC Niquiá,609,nature reserve in Brazil (ESEC)
FLONA Nísia Floresta,2886,nature reserve in Brazil (FLONA)
ESEC Noroeste Paulista,907,nature reserve in Brazil (ESEC)
FES Noroeste Paulista,6033,nature reserve in Brazil (FES)
PES Nova Baden,2137,nature reserve in Brazil (PES)
MONAT O Frade e a Freira,5642,nature reserve in Brazil (MONAT)
APA Onças,6036,nature reserve in Brazil (APA)
PARNA Pacaás Novos,596,nature reserve in Brazil (PARNA)
FLONA Pacotuba,3463,nature reserve in Brazil (FLONA)
FLONA Palmares,4268,nature reserve in Brazil (FLONA)
PES Palmas,2246,nature reserve in Brazil (PES)
PES Palmito,2435,nature reserve in Brazil (PES)
RBIOSF Pantanal,5188,nature reserve in Brazil (RBIOSF)
PES Pantanal do Rio Negro,2933,nature reserve in Brazil (PES)
PARNA Pantanal Mato-Grossense,600,nature reserve in Brazil (PARNA)
PES Papagaio Charão,2308,nature reserve in Brazil (PES)
PES Paracatu,5515,nature reserve in Brazil (PES)
ESEC Paranapanema (ESEC),961,nature reserve in Brazil (ESEC)
FES Paranapanema (FES),2208,nature reserve in Brazil (FES)
ARIE Paranoá Sul,1303,nature reserve in Brazil (ARIE)
FLONA Paraopeba,2351,nature reserve in Brazil (FLONA)
PES Paraúna,2888,nature reserve in Brazil (PES)
REBIO Parazinho,808,nature reserve in Brazil (REBIO)
CEC Parna da Serra da Capivara/Parna da Serra das Confusões,4301,nature reserve in Brazil (CEC)
APA Parque e Fazenda do Carmo,882,nature reserve in Brazil (APA)
ARIE Parque Juscelino Kubitschek,2530,nature reserve in Brazil (ARIE)
FES Paru,4642,nature reserve in Brazil (FES)
FES Passa Dois,1191,nature reserve in Brazil (FES)
FLONA Passa Quatro,2349,nature reserve in Brazil (FLONA)
APA Passaúna,1283,nature reserve in Brazil (APA)
FLONA Passo Fundo,1291,nature reserve in Brazil (FLONA)
PARNA Pau Brasil,2519,nature reserve in Brazil (PARNA)
ESEC Pau Brasil,6034,nature reserve in Brazil (ESEC)
APA Pau Brasil (APA),3191,nature reserve in Brazil (APA)
RFAU Pau Doleo,5565,nature reserve in Brazil (RFAU)
PES Pau Furado,4825,nature reserve in Brazil (PES)
PES Paulo Cesar Vinha,1039,nature reserve in Brazil (PES)
ESEC Paulo de Faria,1060,nature reserve in Brazil (ESEC)
PES Pau-Oco,1181,nature reserve in Brazil (PES)
FLONA Pau-Rosa,1400,nature reserve in Brazil (FLONA)
APA Paytuna,3170,nature reserve in Brazil (APA)
ESEC Pecém,2807,nature reserve in Brazil (ESEC)
APA Pé da Serra Azul,812,nature reserve in Brazil (APA)
FES Pederneiras,2783,nature reserve in Brazil (FES)
