name,ID,Description
PES Pedra Azul,1035,nature reserve in Brazil (PES)
ARIE Pedra Branca (ARIE),895,nature reserve in Brazil (ARIE)
PES Pedra Branca (PES),1288,nature reserve in Brazil (PES)
PES Pedra da Boca,2897,nature reserve in Brazil (PES)
MONAT Pedra da Cebola,2976,nature reserve in Brazil (MONAT)
"MONAT Pedra do Baú,",6030,nature reserve in Brazil (MONAT)
MONAT Pedra do Cachorro,5507,nature reserve in Brazil (MONAT)
APA Pedra do Elefante,4820,nature reserve in Brazil (APA)
MONAT Pedra Grande,5128,nature reserve in Brazil (MONAT)
PES Pedra Selada,5509,nature reserve in Brazil (PES)
RESEX Pedras Negras,1320,nature reserve in Brazil (RESEX)
REBIO Pedra Talhada,856,nature reserve in Brazil (REBIO)
PES Penhasco Verde,2764,nature reserve in Brazil (PES)
APA Pequeno,2431,nature reserve in Brazil (APA)
FERS Periquito,3017,nature reserve in Brazil (FERS)
RVS Periquito Cara-Suja,5648,nature reserve in Brazil (RVS)
REBIO Perobas,4440,nature reserve in Brazil (REBIO)
RVS Pe. Sérgio Tonetto,5437,nature reserve in Brazil (RVS)
MONAT Peter Lund,5099,nature reserve in Brazil (MONAT)
APA Petrópolis,887,nature reserve in Brazil (APA)
APA Piaçabuçu,986,nature reserve in Brazil (APA)
RDS Piagaçu-Purus,3552,nature reserve in Brazil (RDS)
PARNA Pico da Neblina,597,nature reserve in Brazil (PARNA)
APA Pico do Goiapaba-Açu,1031,nature reserve in Brazil (APA)
MONAT Pico do Ibituruna,2148,nature reserve in Brazil (MONAT)
MONAT Pico do Itabirito,6039,nature reserve in Brazil (MONAT)
PES Pico do Itambé,2814,nature reserve in Brazil (PES)
PES Pico do Jabre,1004,nature reserve in Brazil (PES)
PES Pico do Marumbi,1190,nature reserve in Brazil (PES)
PES Pico Paraná,3188,nature reserve in Brazil (PES)
RVS Pinhão,1273,nature reserve in Brazil (RVS)
RDS Pinheirinhos,4933,nature reserve in Brazil (RDS)
RESEX Piquiá,3024,nature reserve in Brazil (RESEX)
APA Piquiri-Una,2014,nature reserve in Brazil (APA)
FLONA Piraí do Sul,4238,nature reserve in Brazil (FLONA)
FES Piraju,1075,nature reserve in Brazil (FES)
ESEC Pirapitinga,1103,nature reserve in Brazil (ESEC)
APA Piraquara,2239,nature reserve in Brazil (APA)
APA Pireneus (APA),2889,nature reserve in Brazil (APA)
PES Pirineus (PES),2141,nature reserve in Brazil (PES)
APA Planalto Central,2967,nature reserve in Brazil (APA)
APA Planalto do Turvo,4938,nature reserve in Brazil (APA)
APA Plataforma Continental do Litoral Norte,3566,nature reserve in Brazil (APA)
REBIO Poço das Antas,987,nature reserve in Brazil (REBIO)
PES Podocarpus,2301,nature reserve in Brazil (PES)
APA Ponta da Baleia/Abrolhos,1208,nature reserve in Brazil (APA)
RDS Ponta do Tubarão,4817,nature reserve in Brazil (RDS)
MONAT Pontal da Santa Cruz,6076,nature reserve in Brazil (MONAT)
MONAT Pontões Capixabas,3476,nature reserve in Brazil (MONAT)
PES Porto Ferreira,876,nature reserve in Brazil (PES)
APA Pouso Alto,3258,nature reserve in Brazil (APA)
REBIO Praia do Sul,2190,nature reserve in Brazil (REBIO)
APA Praia Mole,1032,nature reserve in Brazil (APA)
APA Pratigi,2850,nature reserve in Brazil (APA)
PES Prelado,4769,nature reserve in Brazil (PES)
PES Professor José Wachowicz,3190,nature reserve in Brazil (PES)
ARIE Proj. Dinâmica B. de Fragmentos Florestais,3197,nature reserve in Brazil (ARIE)
PES Prosa,3499,nature reserve in Brazil (PES)
RDS Pucuruí-Ararão,3167,nature reserve in Brazil (RDS)
RDS Puranga Conquista,5388,nature reserve in Brazil (RDS)
FLONA Purus,651,nature reserve in Brazil (FLONA)
PES Quarta Colônia,5510,nature reserve in Brazil (PES)
RVS Quelônios do Araguaia,2762,nature reserve in Brazil (RVS)
RESEX Quilombo Frechal,632,nature reserve in Brazil (RESEX)
RDS Quilombos de Barra do Turvo,4932,nature reserve in Brazil (RDS)
APA Quilombos do Médio Ribeira,4941,nature reserve in Brazil (APA)
PES Quineira,4765,nature reserve in Brazil (PES)
PES Rangel,3060,nature reserve in Brazil (PES)
ESEC Raso da Catarina,983,nature reserve in Brazil (ESEC)
RESEX Recanto das Araras de Terra Ronca,4510,nature reserve in Brazil (RESEX)
APA Recifes de Corais,3543,nature reserve in Brazil (APA)
APA Reentrâncias Maranhenses,782,nature reserve in Brazil (APA)
APA Região de Maracanã,780,nature reserve in Brazil (APA)
RESEX Renascer,4764,nature reserve in Brazil (RESEX)
CEC Reserva Florestal Adolpho Ducke Puraquequara,5445,nature reserve in Brazil (CEC)
PES Restinga de Bertioga,6032,nature reserve in Brazil (PES)
FLONA Restinga de Cabedelo,4237,nature reserve in Brazil (FLONA)
PARNA Restinga de Jurubatiba,2425,nature reserve in Brazil (PARNA)
ARIE Riacho da Matinha,6073,nature reserve in Brazil (ARIE)
RVS Riacho Pontal,5386,nature reserve in Brazil (RVS)
ESEC Ribeirão Preto,1061,nature reserve in Brazil (ESEC)
ESEC Rio Acre,610,nature reserve in Brazil (ESEC)
RDS Rio Amapá,4335,nature reserve in Brazil (RDS)
APA Rio Batalha,2791,nature reserve in Brazil (APA)
RESEX Rio Cajari,627,nature reserve in Brazil (RESEX)
PES Rio Canoas,4815,nature reserve in Brazil (PES)
APA Rio Capivara,1027,nature reserve in Brazil (APA)
RESEX Rio Cautário,1399,nature reserve in Brazil (RESEX)
RESEX Rio Cautário (Estadual),1322,nature reserve in Brazil (RESEX)
APA Rio Cênico Rotas Monçoeiras,3062,nature reserve in Brazil (APA)
PES Rio Cocó,2008,nature reserve in Brazil (PES)
PES Rio Corrente,2922,nature reserve in Brazil (PES)
APA Rio Curiaú,807,nature reserve in Brazil (APA)
APA Rio da Casca,5155,nature reserve in Brazil (APA)
ESEC Rio da Casca,3542,nature reserve in Brazil (ESEC)
PES Rio da Onça,1282,nature reserve in Brazil (PES)
REBIO Rio Descoberto,5556,nature reserve in Brazil (REBIO)
PES Rio Doce,1163,nature reserve in Brazil (PES)
PES Rio do Peixe,3420,nature reserve in Brazil (PES)
RVS Rio dos Frades,4475,nature reserve in Brazil (RVS)
ESEC Rio dos Touros,2900,nature reserve in Brazil (ESEC)
ESEC Rio Flor do Prado,4806,nature reserve in Brazil (ESEC)
MONAT Rio Formoso,4187,nature reserve in Brazil (MONAT)
RESEX Rio Gregório,4803,nature reserve in Brazil (RESEX)
FES Rio Gregório,3559,nature reserve in Brazil (FES)
APA Rio Guandu,2965,nature reserve in Brazil (APA)
PES Rio Guarani,2765,nature reserve in Brazil (PES)
RDS Rio Iratapuru,1350,nature reserve in Brazil (RDS)
RESEX Rio Iriri,4480,nature reserve in Brazil (RESEX)
PES Rio Ivinhema,2930,nature reserve in Brazil (PES)
RESEX Rio Jutaí,3199,nature reserve in Brazil (RESEX)
FES Rio Liberdade,3560,nature reserve in Brazil (FES)
APA Rio Macacu,3470,nature reserve in Brazil (APA)
FERS Rio Machado,816,nature reserve in Brazil (FERS)
APA Rio Madeira,841,nature reserve in Brazil (APA)
RDS Rio Madeira,4773,nature reserve in Brazil (RDS)
FERS Rio Madeira (B),3016,nature reserve in Brazil (FERS)
FERS Rio Madeira (C),4186,nature reserve in Brazil (FERS)
ESEC Rio Madeirinha,1347,nature reserve in Brazil (ESEC)
APA Rio Maranguapinho,6070,nature reserve in Brazil (APA)
RDS Rio Negro,5036,nature reserve in Brazil (RDS)
PES Rio Negro Setor Norte,845,nature reserve in Brazil (PES)
PES Rio Negro Setor Sul,929,nature reserve in Brazil (PES)
PARNA Rio Novo,4448,nature reserve in Brazil (PARNA)
RESEX Rio Ouro Preto,628,nature reserve in Brazil (RESEX)
REBIO Rio Ouro Preto,827,nature reserve in Brazil (REBIO)
RESEX Rio Pacaás Novos,1318,nature reserve in Brazil (RESEX)
APA Rio Pacoti (APA),2805,nature reserve in Brazil (APA)
CEC Rio Pacoti (CEC),2975,nature reserve in Brazil (CEC)
APA Rio Pandeiros,2823,nature reserve in Brazil (APA)
RVS Rio Pandeiros,5064,nature reserve in Brazil (RVS)
APA Rio Pardinho e do Rio Vermelho,4940,nature reserve in Brazil (APA)
APA Rio Preto,5327,nature reserve in Brazil (APA)
ESEC Rio Preto,5329,nature reserve in Brazil (ESEC)
FLONA Rio Preto (FLONA),950,nature reserve in Brazil (FLONA)
RESEX Rio Preto-Jacundá,1317,nature reserve in Brazil (RESEX)
FLOREX Rio Preto-Jacundá,839,nature reserve in Brazil (FLOREX)
PES Rio Preto (PES),2840,nature reserve in Brazil (PES)
ESEC Rio Ronuro,1349,nature reserve in Brazil (ESEC)
ESEC Rio Roosevelt,1346,nature reserve in Brazil (ESEC)
MONAT Rio São Francisco,5077,nature reserve in Brazil (MONAT)
APA Rios Piracicaba e Juqueri-Mirim,968,nature reserve in Brazil (APA)
RVS Rios São Benedito e Azul,6022,nature reserve in Brazil (RVS)
RVS Rios Tijuco e da Prata,6046,nature reserve in Brazil (RVS)
REBIO Rio Trombetas,623,nature reserve in Brazil (REBIO)
PES Rio Turvo,4929,nature reserve in Brazil (PES)
RESEX Rio Unini,4416,nature reserve in Brazil (RESEX)
FES Rio Urubu,3548,nature reserve in Brazil (FES)
APA Rio Verde,3054,nature reserve in Brazil (APA)
PES Rio Vermelho,2275,nature reserve in Brazil (PES)
FERS Rio Vermelho (C),819,nature reserve in Brazil (FERS)
RESEX Rio Xingu,4888,nature reserve in Brazil (RESEX)
RESEX Riozinho da Liberdade,4264,nature reserve in Brazil (RESEX)
RESEX Riozinho do Anfrísio,4248,nature reserve in Brazil (RESEX)
FLONA Ritápolis,2352,nature reserve in Brazil (FLONA)
PES Roberto Ribas Lange,1179,nature reserve in Brazil (PES)
APA Roncador,5566,nature reserve in Brazil (APA)
FLONA Roraima,652,nature reserve in Brazil (FLONA)
APA Rota do Sol,2455,nature reserve in Brazil (APA)
RESEX Roxinho,3023,nature reserve in Brazil (RESEX)
RESEC Saco da Pedra,1052,nature reserve in Brazil (RESEC)
PES Sagarana,4190,nature reserve in Brazil (PES)
PARNA Saint-Hilaire/Lange,2577,nature reserve in Brazil (PARNA)
REBIO Saltinho,984,nature reserve in Brazil (REBIO)
APA Salto Magessi,3541,nature reserve in Brazil (APA)
MONAT Salto São João,6065,nature reserve in Brazil (MONAT)
ESEC Samuel,825,nature reserve in Brazil (ESEC)
ESEC Santa Bárbara,962,nature reserve in Brazil (ESEC)
FES Santa Bárbara do Rio Pardo,1076,nature reserve in Brazil (FES)
PES Santa Clara,5520,nature reserve in Brazil (PES)
APA Santa Cruz,5480,nature reserve in Brazil (APA)
RVS Santa Cruz,5145,nature reserve in Brazil (RVS)
REBIO Santa Isabel,857,nature reserve in Brazil (REBIO)
ESEC Santa Maria,964,nature reserve in Brazil (ESEC)
CEC Santa Maria (CEC),2973,nature reserve in Brazil (CEC)
FES Santana (FES),1188,nature reserve in Brazil (FES)
APA Santa Rita (APA),1051,nature reserve in Brazil (APA)
APA Santa Rosa,5362,nature reserve in Brazil (APA)
FLONA Santa Rosa do Purus,1401,nature reserve in Brazil (FLONA)
APA Santo Antônio,1199,nature reserve in Brazil (APA)
MONAT Santo Antônio,5500,nature reserve in Brazil (MONAT)
ARIE Santuário de Vida Silvestre do Riacho Fundo,1300,nature reserve in Brazil (ARIE)
PES São Camilo,1286,nature reserve in Brazil (PES)
APA São Desidério,5481,nature reserve in Brazil (APA)
ARIE São Domingos,1268,nature reserve in Brazil (ARIE)
REBIO São Donato,2315,nature reserve in Brazil (REBIO)
FLONA São Francisco,1402,nature reserve in Brazil (FLONA)
FLONA São Francisco de Paula,1292,nature reserve in Brazil (FLONA)
APA São Francisco Xavier,3446,nature reserve in Brazil (APA)
APA São Geraldo do Araguaia,1312,nature reserve in Brazil (APA)
RESEX São João da Ponta,3466,nature reserve in Brazil (RESEX)
PARNA São Joaquim,998,nature reserve in Brazil (PARNA)
FES São Judas Tadeu,5495,nature reserve in Brazil (FES)
ARIE São Sebastião (ARIE),5019,nature reserve in Brazil (ARIE)
APA Sapucaí-Mirim,2480,nature reserve in Brazil (APA)
FLONA Saracá-Taquera,660,nature reserve in Brazil (FLONA)
REBIO Sassafrás,1156,nature reserve in Brazil (REBIO)
REBIO Scharlau,2316,nature reserve in Brazil (REBIO)
ESEC Sebastião Aleixo da Silva (Bauru),921,nature reserve in Brazil (ESEC)
APA Seminário Menor de Mariana,2100,nature reserve in Brazil (APA)
PARNA Sempre-Vivas,3467,nature reserve in Brazil (PARNA)
APA Sepetiba II,5478,nature reserve in Brazil (APA)
ESEC Seridó,936,nature reserve in Brazil (ESEC)
ARIE Seringal Nova Esperança,1364,nature reserve in Brazil (ARIE)
RESEX Seringueira,3022,nature reserve in Brazil (RESEX)
PES Serra Azul,811,nature reserve in Brazil (PES)
REBIO Serra Azul (MG),2923,nature reserve in Brazil (REBIO)
APA Serra Branca/Raso da Catarina,2353,nature reserve in Brazil (APA)
ARIE Serra da Abelha,1112,nature reserve in Brazil (ARIE)
APA Serra da Aratanha,2714,nature reserve in Brazil (APA)
PES Serra da Baitaca,3189,nature reserve in Brazil (PES)
MONAT Serra da Beleza,5634,nature reserve in Brazil (MONAT)
PES Serra da Boa Esperança,4824,nature reserve in Brazil (PES)
PARNA Serra da Bocaina,851,nature reserve in Brazil (PARNA)
PARNA Serra da Bodoquena,2578,nature reserve in Brazil (PARNA)
PARNA Serra da Canastra,995,nature reserve in Brazil (PARNA)
PES Serra da Candonga,2921,nature reserve in Brazil (PES)
ESEC Serra da Canoa,5243,nature reserve in Brazil (ESEC)
PARNA Serra da Capivara,1275,nature reserve in Brazil (PARNA)
PES Serra da Concórdia,3489,nature reserve in Brazil (PES)
PARNA Serra da Cutia,1396,nature reserve in Brazil (PARNA)
PES Serra da Esperança,5511,nature reserve in Brazil (PES)
APA Serra da Esperança,2380,nature reserve in Brazil (APA)
RVS Serra da Estrela,5640,nature reserve in Brazil (RVS)
FES Serra Dágua,5494,nature reserve in Brazil (FES)
APA Serra da Ibiapaba,1145,nature reserve in Brazil (APA)
APA Serra da Jibóia,3082,nature reserve in Brazil (APA)
APA Serra da Mantiqueira,886,nature reserve in Brazil (APA)
APA Serra da Meruoca,5035,nature reserve in Brazil (APA)
PARNA Serra da Mocidade,1334,nature reserve in Brazil (PARNA)
MONAT Serra da Moeda,5503,nature reserve in Brazil (MONAT)
MONAT Serra da Piedade,6038,nature reserve in Brazil (MONAT)
ESEC Serra das Araras,613,nature reserve in Brazil (ESEC)
PES Serra das Araras (MG),2917,nature reserve in Brazil (PES)
RVS Serra das Aroeiras,6047,nature reserve in Brazil (RVS)
PARNA Serra das Confusões,2461,nature reserve in Brazil (PARNA)
APA Serra das Galés e da Portaria,3255,nature reserve in Brazil (APA)
PARNA Serra das Lontras,5139,nature reserve in Brazil (PARNA)
APA Serra das Mangabeiras,3057,nature reserve in Brazil (APA)
MONAT Serra das Torres,5496,nature reserve in Brazil (MONAT)
APA Serra da Tabatinga,636,nature reserve in Brazil (APA)
PES Serra da Tiririca,2184,nature reserve in Brazil (PES)
APA Serra de Baturité,2006,nature reserve in Brazil (APA)
PES Serra de Caldas Novas,2140,nature reserve in Brazil (PES)
PARNA Serra de Itabaiana,2334,nature reserve in Brazil (PARNA)
PES Serra de Jaraguá,3080,nature reserve in Brazil (PES)
PES Serra de Santa Bárbara,1345,nature reserve in Brazil (PES)
PES Serra de Santo Antônio,5622,nature reserve in Brazil (PES)
APA Serra de São José,2101,nature reserve in Brazil (APA)
APA Serra de Sapiatiba,2469,nature reserve in Brazil (APA)
PES Serra do Aracá,787,nature reserve in Brazil (PES)
PES Serra do Areal,5526,nature reserve in Brazil (PES)
APA Serra do Barbado,1023,nature reserve in Brazil (APA)
PES Serra do Brigadeiro,2120,nature reserve in Brazil (PES)
PES Serra do Cabral,4826,nature reserve in Brazil (PES)
PES Serra do Cipó,6043,nature reserve in Brazil (PES)
PARNA Serra do Cipó,981,nature reserve in Brazil (PARNA)
PES Serra do Conduru,1197,nature reserve in Brazil (PES)
RVS Serra do Cumaru,5516,nature reserve in Brazil (RVS)
PARNA Serra do Divisor,598,nature reserve in Brazil (PARNA)
MONAT Serra do Gambá,5504,nature reserve in Brazil (MONAT)
PARNA Serra do Gandarela,5221,nature reserve in Brazil (PARNA)
RVS Serra do Giz,6059,nature reserve in Brazil (RVS)
PES Serra do Intendente,4823,nature reserve in Brazil (PES)
PARNA Serra do Itajaí,4242,nature reserve in Brazil (PARNA)
APA Serra do Itapeti,5617,nature reserve in Brazil (APA)
APA Serra do Lajeado,832,nature reserve in Brazil (APA)
APA Serra do Mar (APA),970,nature reserve in Brazil (APA)
PES Serra do Mar (PES),865,nature reserve in Brazil (PES)
ARIE Serra do Orobó,3562,nature reserve in Brazil (ARIE)
APA Serra do Ouro,4914,nature reserve in Brazil (APA)
PES Serra do Ouro Branco,5527,nature reserve in Brazil (PES)
PES Serra do Papagaio,2918,nature reserve in Brazil (PES)
PARNA Serra do Pardo,4265,nature reserve in Brazil (PARNA)
PES Serra do Rola Moça,2485,nature reserve in Brazil (PES)
APA Serra do Sabonetal,2925,nature reserve in Brazil (APA)
PES Serra dos Martírios/Andorinhas,1311,nature reserve in Brazil (PES)
MONAT Serra dos Mascates,5635,nature reserve in Brazil (MONAT)
RVS Serra dos Montes Altos,5190,nature reserve in Brazil (RVS)
PES Serra dos Montes Altos,5189,nature reserve in Brazil (PES)
PES Serra do Sobrado,5528,nature reserve in Brazil (PES)
PARNA Serra dos Órgãos,867,nature reserve in Brazil (PARNA)
PES Serra dos Reis,3036,nature reserve in Brazil (PES)
PES Serra dos Reis A,4185,nature reserve in Brazil (PES)
ESEC Serra dos Três Irmãos,826,nature reserve in Brazil (ESEC)
PES Serra do Tabuleiro,1152,nature reserve in Brazil (PES)
PARNA Serra do Teixeira,6106,nature reserve in Brazil (PARNA)
ARIE Serra do Tigre (ARIE),1271,nature reserve in Brazil (ARIE)
APA Serra Dourada,3083,nature reserve in Brazil (APA)
PES Serra Dourada (PES),3535,nature reserve in Brazil (PES)
PES Serra Furada,1154,nature reserve in Brazil (PES)
APA Serra Geral de Goiás,2575,nature reserve in Brazil (APA)
ESEC Serra Geral do Tocantins,1405,nature reserve in Brazil (ESEC)
PARNA Serra Geral (PARNA),871,nature reserve in Brazil (PARNA)
REBIO Serra Geral (REBIO),2317,nature reserve in Brazil (REBIO)
PES Serra Negra da Mantiqueira,6045,nature reserve in Brazil (PES)
PES Serra Negra (MG),2816,nature reserve in Brazil (PES)
REBIO Serra Negra (REBIO),989,nature reserve in Brazil (REBIO)
PES Serra Nova e Talhado,4191,nature reserve in Brazil (PES)
PES Serra Ricardo Franco,1344,nature reserve in Brazil (PES)
RVS Serras Caatingueiras,6060,nature reserve in Brazil (RVS)
APA Serras e Brejos do Capibaribe,6054,nature reserve in Brazil (APA)
PES Serra Verde,5529,nature reserve in Brazil (PES)
PARNA Sete Cidades,1278,nature reserve in Brazil (PARNA)
PES Sete Passagens,3085,nature reserve in Brazil (PES)
PES Sete Salões,2818,nature reserve in Brazil (PES)
APA Setiba / Paulo César Vinha,1030,nature reserve in Brazil (APA)
ARIE Setor Habitacional Dom Bosco,3121,nature reserve in Brazil (ARIE)
FLONA Silvânia,2794,nature reserve in Brazil (FLONA)
APA Silveiras,975,nature reserve in Brazil (APA)
APA Sirinhaém,2841,nature reserve in Brazil (APA)
APA Sistema Cantareira,2521,nature reserve in Brazil (APA)
MONAT Sítio Cana Brava,6075,nature reserve in Brazil (MONAT)
ARIE Sitio Curio,5489,nature reserve in Brazil (ARIE)
PES Sítio Fundão,5185,nature reserve in Brazil (PES)
PES Sítio Rangedor,4887,nature reserve in Brazil (PES)
MONAT Sítio Riacho do Meio,6072,nature reserve in Brazil (MONAT)
FLONA Sobral,3261,nature reserve in Brazil (FLONA)
REBIO Sooretama,991,nature reserve in Brazil (REBIO)
PES Sucunduri,4257,nature reserve in Brazil (PES)
FES Sucunduri,4258,nature reserve in Brazil (FES)
RESEX Sucupira,3021,nature reserve in Brazil (RESEX)
APA Sul RMBH,2430,nature reserve in Brazil (APA)
PES Sumaúma,3553,nature reserve in Brazil (PES)
PES Sumidouro,2916,nature reserve in Brazil (PES)
PARNA Superagui,854,nature reserve in Brazil (PARNA)
RVS Tabuleiro do Embaubal,5435,nature reserve in Brazil (RVS)
ESEC Taiamã,612,nature reserve in Brazil (ESEC)
ESEC Taim,946,nature reserve in Brazil (ESEC)
PES Tainhas,2299,nature reserve in Brazil (PES)
APA Tambaba,3504,nature reserve in Brazil (APA)
APA Tamoios (APA),2179,nature reserve in Brazil (APA)
ESEC Tamoios (ESEC),947,nature reserve in Brazil (ESEC)
APA Tanquã-Rio Piracicaba,6026,nature reserve in Brazil (APA)
FLONA Tapajós,653,nature reserve in Brazil (FLONA)
APA Tapajós,4442,nature reserve in Brazil (APA)
RESEX Tapajós-Arapiuns,1353,nature reserve in Brazil (RESEX)
FES Tapauá,4842,nature reserve in Brazil (FES)
REBIO Tapirapé,622,nature reserve in Brazil (REBIO)
FLONA Tapirapé-Aquiri,654,nature reserve in Brazil (FLONA)
RESEX Taquari,4937,nature reserve in Brazil (RESEX)
RVS Tatu Bola,5513,nature reserve in Brazil (RVS)
FLONA Tefé,657,nature reserve in Brazil (FLONA)
PES Telma Ortegal,2846,nature reserve in Brazil (PES)
ESEC Terra do Meio,4263,nature reserve in Brazil (ESEC)
RESEX Terra Grande-Pracuúba,4482,nature reserve in Brazil (RESEX)
PES Terra Ronca,2561,nature reserve in Brazil (PES)
APA Tietê (APA),883,nature reserve in Brazil (APA)
PARNA Tijuca,996,nature reserve in Brazil (PARNA)
REBIO Tinguá,855,nature reserve in Brazil (REBIO)
ARIE Torto,6078,nature reserve in Brazil (ARIE)
REBIO Traçadal,828,nature reserve in Brazil (REBIO)
FLONA Trairão,4446,nature reserve in Brazil (FLONA)
FLONA Três Barras,1295,nature reserve in Brazil (FLONA)
PES Três Picos,3186,nature reserve in Brazil (PES)
PES Trilhas,6035,nature reserve in Brazil (PES)
ESEC Tripuí,2145,nature reserve in Brazil (ESEC)
APA Triunfo do Xingu,4644,nature reserve in Brazil (APA)
FES Trombetas,4641,nature reserve in Brazil (FES)
FERS Tucano,3015,nature reserve in Brazil (FERS)
PES Tucumã,3450,nature reserve in Brazil (PES)
ESEC Tupinambás,1104,nature reserve in Brazil (ESEC)
ESEC Tupiniquins (ESEC),1105,nature reserve in Brazil (ESEC)
PES Turístico do Alto Ribeira - PETAR,874,nature reserve in Brazil (PES)
PES Turvo,2303,nature reserve in Brazil (PES)
RDS Uacari,4334,nature reserve in Brazil (RDS)
FES Uaimii,4189,nature reserve in Brazil (FES)
RDS Uatumã,4244,nature reserve in Brazil (RDS)
REBIO Uatumã,624,nature reserve in Brazil (REBIO)
PARNA Ubajara,994,nature reserve in Brazil (PARNA)
REBIO Una,1006,nature reserve in Brazil (REBIO)
RVS Una (RVS),4474,nature reserve in Brazil (RVS)
REBIO União,2399,nature reserve in Brazil (REBIO)
APA Upaon-Açu/Miritiba/Alto Preguiças,783,nature reserve in Brazil (APA)
ESEC Uruçuí-Una,935,nature reserve in Brazil (ESEC)
FLONA Urupadi,5433,nature reserve in Brazil (FLONA)
PES Utinga,773,nature reserve in Brazil (PES)
RVS Vale do Amanhecer,6083,nature reserve in Brazil (RVS)
PES Vale do Codó,4871,nature reserve in Brazil (PES)
MONAT Vale dos Dinossauros,2977,nature reserve in Brazil (MONAT)
ESEC Valinhos,926,nature reserve in Brazil (ESEC)
MONAT Vargem da Pedra,5506,nature reserve in Brazil (MONAT)
APA Vargem das Flores,5488,nature reserve in Brazil (APA)
MONAT Várzea da Lapa,5505,nature reserve in Brazil (MONAT)
MONAT Várzea do Lageado e Serra do Raio,6042,nature reserve in Brazil (MONAT)
APA Várzea do Rio Tietê,1067,nature reserve in Brazil (APA)
PES Vassununga,1071,nature reserve in Brazil (PES)
PES Verde Grande,2919,nature reserve in Brazil (PES)
RESEX Verde para Sempre,4247,nature reserve in Brazil (RESEX)
RDS Veredas do Acari,4188,nature reserve in Brazil (RDS)
RVS Veredas do Oeste Baiano,3460,nature reserve in Brazil (RVS)
PES Veredas do Peruaçu,2123,nature reserve in Brazil (PES)
ARIE Vila Estrutural,5492,nature reserve in Brazil (ARIE)
PES Vila Rica do Espírito Santo,2247,nature reserve in Brazil (PES)
PES Vila Velha,2248,nature reserve in Brazil (PES)
PARNA Viruá,1333,nature reserve in Brazil (PARNA)
RDS Vitória de Souzel,5436,nature reserve in Brazil (RDS)
PES Vitório Piassa,5084,nature reserve in Brazil (PES)
ESEC Wenceslau Guimarães (ESEC),1195,nature reserve in Brazil (ESEC)
RDS Xeruini,5118,nature reserve in Brazil (RDS)
PES Xingu,3458,nature reserve in Brazil (PES)
ESEC Xitué,927,nature reserve in Brazil (ESEC)
PES Xixová-Japuí,873,nature reserve in Brazil (PES)
PES Zoobotânico,3059,nature reserve in Brazil (PES)
